"_tid_","T1","T2","T3","T4","T5","T6","T7","T8","T9"
"10257","23","21","22.2225","21.575","20.5","5.333333333","20.79","23.6","19.7"
"10258","23","20.85666667","22.2","21.5","20.6","5.3","19.2","23.6","19.76"
"10259","22.92666667","20.79","22.16666667","21.39","18.6","5.366666667","19.2","23.6","19.7"
"10260","22.89","20.66666667","22.1","21.39","19.39","5.53","20.2","23.53333333","19.7"
"10261","22.89","20.29","22.1","21.35666667","20.7","5.656666667","19.79","23.6","19.73"
"10262","22.79","19.29","22.1","21.29","20.7","5.726666667","19.79","23.5","19.79"
"10263","22.79","19.29","22.1","21.29","20.63333333","5.866666667","19.79","23.5","19.7"
"10264","22.76","20.29","22.1","21.29","20.7","5.9","21.1","23.46333333","19.7"
"10265","22.7","20.29","22.1","21.26","20.6","5.975","_nan_","23.32333333","19.76"
"10266","22.7","20.16666667","22.1","21.2","20.6","6.06","19.89","23.2","19.7"
"10267","22.7","20.1","22.1","21.2","20.6","6.09","19.89","23.2","19.7"
"10268","22.6","20.06666667","22.1","21.13333333","20.6","6.09","19.82333333","23.16666667","19.76"
"10269","22.6","19.9725","22.1","21.1","20.6","6.09","19.89","23.1","19.7"
"10270","22.55","19.89","22.1","21.1","20.6","6.09","19.92666667","23.1","19.7"
"10271","22.5","19.85666667","22.1","21.06666667","20.5","6.09","19.92666667","23.03333333","19.7"
"10272","22.5","19.79","22.1","21","20.5","6.03","19.92666667","23","19.7225"
"10273","22.46333333","19.7","22.13333333","21","20.5","6","20","23","19.79"
"10274","22.39","19.7","22.2","21","20.5","6","19.2","23","19.76"
"10275","22.39","19.66666667","22.23","21","20.5","6","20.1","22.9725","19.76"
"10276","22.32333333","19.6","22.29","21","20.5","6","21.29","22.89","19.79"
"10277","22.29","19.5","22.29","20.92666667","20.39","6","20.2","22.89","19.79"
"10278","22.29","19.5","22.32333333","20.89","20.39","5.933333333","21","22.89","19.79"
"10279","22.26","19.5","22.39","20.89","20.39","5.593333333","_nan_","22.85666667","19.79"
"10280","22.2","19.5","22.39","20.89","20.39","5.333333333","20.79","21.89","19.79"
"10281","22.2","19.39","22.39","20.89","20.39","5.09","19.89","22.1","19.79"
"10282","22.2","19.32333333","22.35666667","20.85666667","20.39","5.1925","19.96333333","22.79","19.79"
"10283","22.16666667","19.29","22.29","20.79","20.39","5.433333333","20","22.79","19.79"
"10284","22.1","19.29","22.29","20.79","20.39","5.5","20","22.79","19.5"
"10285","22.1","19.2","22.29","20.79","20.32333333","5.5","20","22.7","19.5"
"10286","22.03333333","19.2","22.32333333","20.79","20.32333333","5.59","21.2","22.7","20.5"
"10287","22","19.16666667","22.39","20.79","20.39","5.59","20","22.7","20.5"
"10288","22","19.15","22.29","20.79","20.29","5.59","20","22.7","20.5"
"10289","22","19.1","22.29","20.73","20.29","5.59","20","22.7","20.5"
"10290","21.9175","19.1","22.39","20.7","20.29","5.59","20","22.63333333","20.79"
"10291","21.89","19.03333333","22.39","20.7","20.29","5.59","20","22.6","19.79"
"10292","21.89","19.1","22.39","20.7","20.29","5.59","20","22.6","19.79"
"10293","21.82333333","19.03333333","22.39","20.7","20.29","5.59","20","22.6","19.79"
"10294","21.79","19.1","22.39","20.66666667","20.2","5.59","20","22.6","19.79"
"10295","21.89","18.1","22.39","20.65","20.2","5.59","20","22.6","19.79"
"10296","21.39","18.1","22.39","20.6","20.2","5.59","20","22.5","19.79"
"10297","21.2","19","22.39","20.6","20.2","5.656666667","20","22.5","19.79"
"10298","21.79","19","22.39","20.6","20.2","5.69","20","22.5","19.79"
"10299","21.79","19","22.39","20.6","20.2","5.69","20","22.5","19.79"
"10300","21.7","18.89","22.39","20.6","20.2","5.763333333","20.06666667","22.46333333","19.79"
"10301","21.7","18.89","22.39","20.56666667","20.2","5.726666667","20","22.39","19.79"
"10302","21.7","18.79","22.39","20.56666667","20.2","5.8","20.1","22.46333333","19.79"
"10303","21.63333333","18.79","22.39","20.5","20.2","5.8","20.03333333","22.39","19.82333333"
"10304","21.6","18.79","22.39","20.5","20.1","5.8","20.06666667","22.39","19.82333333"
"10305","21.6","18.79","22.29","20.5","20.03333333","5.763333333","20","22.39","19.79"
"10306","21.6","18.76","22.29","20.5","20","5.763333333","20.03333333","22.32333333","19.79"
"10307","21.6","18.745","22.29","20.5","20","5.726666667","20.1","22.39","19.82333333"
"10308","21.6","18.7","22.23","20.5","20","5.726666667","20.1","22.29","19.82333333"
"10309","21.525","18.7","22.2","20.46333333","19.9175","5.8","20.16666667","22.35666667","19.85666667"
"10310","21.5","18.7","22.2","20.46333333","19.89","5.8","20.16666667","22.29","19.79"
"10311","21.6","18.7","22.1","20.5","19.96333333","5.833333333","20.1","22.29","19.79"
"10312","21.53333333","18.7","22.1","20.42666667","20","5.966666667","20.1","22.26","19.79"
"10313","21.5","18.7","22.1","20.5","20","6.123333333","20.1","22.2","19.79"
"10314","21.5","18.76","22.1","20.5","20","6.263333333","20.1","22.16666667","19.79"
"10315","21.5","18.79","22.1","20.5","20","6.333333333","20.1","22.1","19.79"
"10316","21.5","18.79","22.1","20.59666667","20","6.4975","20.1","22.1","19.79"
"10317","21.5","18.82333333","22.2","20.99666667","20","6.656666667","20.1","22.1","19.79"
"10318","21.56666667","18.89","21","21.2","20.13333333","6.866666667","20.03333333","22.03333333","19.76"
"10319","21.6","18.89","22.1","21.2","20.2","7.06","20.1","22.06666667","19.76"
"10320","21.6","18.89","22.1","21.2","20.2","7.16","20.03333333","22","19.79"
"10321","20.89","18.96333333","22.1","21.2","20.1","7.366666667","20","22","19.79"
"10322","21.6","18.96333333","22.1","21.2","20.03333333","7.66","20.06666667","22","19.79"
"10323","21.6","19.03333333","22.1","21.2","20","7.866666667","20.1","21.89","19.73"
"10324","21.66666667","19.1","22.1","21.2","19.92666667","8.13","20.03333333","21.89","19.76"
"10325","21.7","19.2","22.1","21.2","19.96333333","8.323333333","20","21.89","19.7"
"10326","21.7","19.2675","22.1","21.2","19.89","8.756666667","20","21.89","19.7"
"10327","21.7","19.35666667","22.1","21.2","19.89","9.03","20.06666667","21.89","19.76"
"10328","21.76","19.39","22.1","21.2","19.89","9.256666667","20","21.89","19.7"
"10329","21.745","19.46333333","22.16666667","21.2","19.89","9.53","20","21.79","19.745"
"10330","21.79","19.6","22.2","21.2","19.89","9.726666667","20","21.79","19.7"
"10331","21.79","19.6","22.2","21.2","19.79","9.666666667","20","21.79","19.73"
"10332","21.79","19.63333333","22.2","21.2","19.79","9.696666667","20","21.79","19.73"
"10333","21.79","19.7","22.2","21.2675","19.79","10.09","20","21.79","19.73"
"10334","21.89","19.79","22.2","21.29","19.79","10.245","19.96333333","21.73","19.73"
"10335","21.89","19.73","22.1","21.23","19.79","10.06666667","19.89","21.79","19.73"
"10336","21.89","19.7","22.1","21.29","19.79","10","19.96333333","21.7675","19.73"
"10337","21.89","19.76","22.1","21.32333333","19.79","10.16","21","21.7","19.79"
"10338","21.89","19.79","22.1","21.39","19.79","10.1","18.5","21.7","19.79"
"10339","21.89","19.79","22.1","21.39","19.745","10","18.5","21.7","19.7"
"10340","21.85666667","19.79","22.1","21.32333333","19.7","10.06666667","18.5","21.7","19.7"
"10341","21.85666667","19.79","21.89","21.29","19.7","10.1","18.5","21.7","19.7"
"10342","21.79","19.76","22.1","21.29","19.7","10.1","18.5","21.66666667","19.7"
"10343","21.79","19.7","21.89","21.23","19.7","10.13","20.2","21.6","19.7"
"10344","21.79","19.7","21.89","21.23","19.7","10.26333333","19.79","21.6","19.7"
"10345","21.79","19.7","21.89","21.2","19.7","10.16","19.79","21.6","19.7"
"10346","21.79","19.7","20.39","21.13333333","19.7","9.96","19.79","21.6","19.7"
"10347","21.79","19.6","22","21.1","19.63333333","9.86","19.79","21.53333333","19.7"
"10348","21.7","19.6","22.1","21.1","19.29","9.666666667","19.79","21.5","19.7"
"10349","21.7","19.6","22.06666667","21","17.39","9.6","19.79","21.5","19.7"
"10350","21.7","19.6","22","21","19.6","9.733333333","19.79","21.63333333","19.39"
"10351","21","19.6","22","21","19.66666667","9.89","19.79","21.7","19.79"
"10352","21.2","19.6","22","20.9725","19.6","9.86","19.79","21.82333333","19.39"
"10353","21.2","19.5","22","20.89","19.6","9.726666667","19.79","21.89","19.6"
"10354","_nan_","19.5","22","20.89","19.6","10.05666667","19.79","22.03333333","19.6"
"10355","22.2","19.6","22","20.89","19.6","10.53","19.73","22.1","19.6"
"10356","22.2","19.6","22","20.85666667","19.6","10.53","19.79","22.245","21.1"
"10357","22.1","19.6","22","20.79","19.6","10.33","19.79","22.29","19.6"
"10358","21.7","19.6","21.89","20.79","19.6","10.3","19.79","22.35666667","19.6"
"10359","21.56666667","19.6","21.89","20.79","19.6","10.36","19.76","22.5","19.6"
"10360","21.5","19.6","21.89","20.79","19.6","10.5","19.7","22.56666667","19.66666667"
"10361","21.5","19.56666667","21.82333333","20.79","19.6","10.29333333","19.73","22.63333333","19.6"
"10362","21.5","19.5","21.76","20.7","19.6","9.866666667","19.79","22.7","19.6"
"10363","21.5","19.5","21.76","20.7","19.56666667","9.533333333","19.79","22.73","19.6"
"10364","21.5","19.5","21.79","20.79","19.56666667","9.666666667","19.85666667","22.79","19.6"
"10365","21.5","19.5","21.79","20.79","19.53333333","9.933333333","19.89","22.92666667","19.6"
"10366","21.42666667","19.39","21.79","20.76","19.6","10.06666667","19.89","23","19.6"
"10367","21.39","19.32333333","21.79","20.63333333","19.56666667","10","19.89","23","19.6"
"10368","21.315","19.29","21.7","20.5","19.5","10.13","19.89","23.06666667","19.6"
"10369","21.29","19.23","21.7","20.5","19.5","10.0975","20","23.1","19.6"
"10370","21.29","19.2","21.7","20.7","19.5","9.866666667","19.945","23.16666667","19.6"
"10371","21.23","19.13333333","21.7","19.7","19.5","9.69","20","23.23","19.56666667"
"10372","21.2","19.16666667","21.7","18.79","19.5","9.763333333","20","23.29","19.5"
"10373","21.2","19.16666667","21.7","20.6","19.5","9.8","20","23.29","19.56666667"
"10374","21.29","19.29","21.7","20.56666667","19.5","9.8","20.03333333","23.29","19.5"
"10375","21.29","19.35666667","21.7","20.56666667","19.5","9.66","20.1","23.39","19.5"
"10376","21.39","19.42666667","21.7","20.5","19.5","9.46","20.1","23.4175","19.5"
"10377","21.46333333","19.56666667","21.7","20.5","19.5","9.19","20.16666667","23.5","19.5"
"10378","21.63333333","19.7","21.7","20.5","19.5","9.19","20.2","23.5","19.5"
"10379","21.76","19.82666667","21.79","20.46333333","19.5","9.066666667","20.2","23.5","19.5"
"10380","21.82333333","20","21.79","20.39","19.5","9","20.2","23.6","19.5"
"10381","21.96333333","20.06666667","21.89","20.46333333","19.5","8.89","20.26","23.6","19.39"
"10382","22","20.23","21.89","20.46333333","19.5","8.89","20.29","23.7","19.6"
"10383","22.06666667","20.29","21.92666667","20.39","19.5","8.733333333","20.29","23.7","19.42666667"
"10384","22.13333333","20.445","22","20.39","19.5","8.6","20.2","23.7","19.42666667"
"10385","22.2","20.6","22.03333333","20.39","19.5","8.5","20.2","23.7","19.39"
"10386","22.29","20.6","22.1","20.39","20.03333333","8.5","20.2","23.76","19.39"
"10387","22.35666667","20.63333333","22.39","20.39","20.16666667","8.5","20.2","23.76","19.46333333"
"10388","22.39","20.7","22.5","20.39","20.32333333","8.463333333","20.2","23.82333333","19.39"
"10389","22.42666667","20.73","22.2","20.39","20.39","8.33","20.2225","23.89","19.39"
"10390","22.5","20.79","22.2","20.29","20.53333333","8.3","20.29","23.85666667","19.39"
"10391","22.53333333","20.79","22.29","20.29","20.6","8.226666667","20.32333333","23.85666667","19.39"
"10392","22.6","20.79","22.29","20.29","20.73","8.066666667","20.46333333","23.79","19.46333333"
"10393","22.6","20.79","22.29","20.29","20.79","7.866666667","20.5","23.79","19.46333333"
"10394","22.6","20.79","22.29","20.29","20.76","7.69","20.5","23.76","19.39"
"10395","22.1","20.79","22.29","20.29","20.63333333","7.623333333","20.6","23.7","19.39"
"10396","21.79","20.79","22.29","20.32333333","20.46333333","7.59","20.6","23.6","19.46333333"
"10397","21.7","20.79","22.29","20.53","20.315","7.59","20.5","23.6","19.39"
"10398","21.5","20.79","22.2","21.02333333","20.29","7.5","20.5","23.6","19.39"
"10399","21.5","20.7","22.2","21.62333333","20.2","7.5","20.5","23.56666667","19.39"
"10400","21.79","20.63333333","22.1","22.23333333","20.2","7.366666667","20.5","23.5","19.42666667"
"10401","22.6","20.6","22.1","22.76","20.1","7.3","20.5","23.5","19.42666667"
"10402","22.53333333","20.53333333","22.1","23","20.03333333","7.06","20.5","23.5","19.42666667"
"10403","22.56666667","20.445","22.1","23","20","7","20.46333333","23.5","19.5"
"10404","22.5","20.35666667","22","22.89","20","7.045","20.39","23.5","19.39"
"10405","22.5","20.29","22","22.82333333","20","7.06","20.39","23.39","19.39"
"10406","22.42666667","20.2","22","22.79","19.92666667","6.933333333","20.39","23.39","19.39"
"10407","22.46333333","20.2","22","22.73","19.89","6.763333333","20.39","23.29","19.39"
"10408","22.39","20.1","22.06666667","22.65","19.89","6.69","20.39","23.29","19.39"
"10409","22.32333333","20.1","22.06666667","22.56666667","19.89","6.69","20.39","23.2","19.39"
"10410","22.29","20","22.1","22.42666667","19.89","6.69","20.39","23.2","19.39"
"10411","22.29","20","22.1","22.35666667","19.79","_nan_","20.39","23.1","19.39"
"10412","_nan_","19.89","22.16666667","22.23","19.79","_nan_","20.39","23.1","19.39"
"10413","_nan_","19.82333333","22.2","22.1","19.79","_nan_","20.39","23.06666667","19.39"
"10414","_nan_","19.76","_nan_","22.03333333","19.73","_nan_","20.39","23.06666667","20.1"
"10415","22.2","19.7","_nan_","21.96333333","19.7","_nan_","20.39","23","20.29"
"10416","22.2","19.66666667","_nan_","21.89","19.7","_nan_","20.39","23","20.29"
"10417","22.13333333","19.6","_nan_","21.79","19.7","_nan_","20.39","23","20.29"
"10418","22.1","19.6","_nan_","21.73","19.7","_nan_","20.39","22.96333333","18.5"
"10419","22.03333333","19.53333333","22.5","21.66666667","19.7","6.466666667","20.39","22.89","20.29"
"10420","22","19.5","22.29","20.39","19.7","6.333333333","20.39","22.89","19.39"
"10421","22","19.5","22.29","20.39","19.7","6.3","20.39","22.82333333","19.46333333"
"10422","22","19.39","22.35666667","20.39","19.7","6.4","20.39","22.89","19.46333333"
"10423","21.92666667","19.39","22.39","19.89","19.63333333","6.4","20.46333333","22.82333333","19.5"
"10424","21.89","19.32333333","22.39","20.7","19.6","6.433333333","20.5","22.1","19.5"
"10425","21.89","19.29","22.39","20.79","19.39","6.433333333","20.42666667","22.29","19.5"
"10426","21.89","19.29","22.39","20.29","19.6","6.366666667","20.46333333","22.79","19.5"
"10427","21.815","19.26","22.39","21.26","19.6","6.3","20.39","23.1","19.6"
"10428","21.79","19.2","22.39","21.2","19.6","6.3","20.39","22.39","19.6"
"10429","21.79","19.16666667","20.1","21.13333333","19.53333333","6.226666667","20.5","23","19.6"
"10430","21.79","19.1","22.5","21.1","19.6","6.19","20.5","22.7","20.39"
"10431","21.7","19.1","22.1","21.1","19.53333333","6.123333333","20.5","22.7","20.2"
"10432","21.7","19.03333333","22.39","21","19.5","6.09","20.5","22.7","19.5"
"10433","21.7","19","22.39","21","19.5","6.09","20.39","22.7","19.5"
"10434","21.7","19","22.39","21","19.5","6.09","20.46333333","22.63333333","19.5"
"10435","21.6","18.89","22.5","21","19.5","6.09","20.5","22.63333333","19.53333333"
"10436","21.6","18.89","22.46333333","20.89","19.5","6.03","20.5","22.6","19.6"
"10437","21.6","20.2","22.39","20.89","19.5","6.03","20.29","22.6","19.6"
"10438","21.53333333","19.39","22.35666667","20.89","19.5","5.95","20.39","22.6","19.6"
"10439","21.5","20.2","22.29","20.82333333","19.5","6","19.2","22.6","19.6"
"10440","21.5","19.2","22.29","20.79","19.5","6","20.2","22.6","19.6"
"10441","21.5","18.79","22.29","20.79","19.46333333","5.966666667","19.2","22.56666667","19.6"
"10442","21.5","18.76","22.29","20.79","19.39","5.9","20.2","22.5","19.6"
"10443","21.5","18.7","22.35666667","20.73","19.42666667","5.9","20.46333333","22.5","19.6"
"10444","21.42666667","18.7","22.39","20.76","19.5","5.9","20.46333333","22.5","19.6"
"10445","21.39","18.7","22.39","20.7","19.39","5.9","20.46333333","22.39","19.6"
"10446","21.39","18.7","22.39","20.7","19.39","5.9","20.39","22.39","19.6"
"10447","21.39","18.63333333","22.39","20.7","19.39","5.866666667","20.39","22.39","19.6"
"10448","21.39","18.6","22.29","20.63333333","19.39","5.8","20.39","22.39","19.6"
"10449","21.39","18.6","22.29","20.6","19.39","5.8","20.39","22.39","19.6"
"10450","21.39","18.6","22.23","20.6","19.39","5.8","20.39","22.39","19.6"
"10451","21.39","18.6","22.2","20.6","19.365","5.8","20.39","22.35666667","19.6"
"10452","21.39","18.56666667","22.2","20.6","19.35666667","5.8","20.5","22.29","19.6"
"10453","21.39","18.5","22.2","20.6","19.39","5.9","20.5","22.35666667","19.6"
"10454","21.39","18.6","22.13333333","20.6","19.39","5.966666667","20.5","22.35666667","19.6"
"10455","21.39","18.6","22.2","20.56666667","19.39","6.045","20.42666667","22.29","19.6"
"10456","21.39","18.56666667","22.2","20.5","19.39","6.226666667","20.46333333","22.23","19.6"
"10457","21.39","18.56666667","22.16666667","20.5","19.39","6.366666667","20.39","22.2","19.56666667"
"10458","21.29","18.5","22.1","20.5","19.32333333","6.5","20.39","22.2","19.5"
"10459","21.29","18.5","22.1","20.5","19.32333333","6.5","20.39","22.2","19.5"
"10460","21.29","18.55","22.1","20.5","19.39","6.59","20.32333333","22.16666667","19.5"
"10461","21.29","18.5","22.06666667","20.42666667","19.32333333","6.656666667","20.39","22.1","19.5"
"10462","21.29","18.5","22","20.5","19.29","6.833333333","20.39","22.1","19.5"
"10463","21.29","18.53333333","22","20.46333333","19.29","6.9","19.2","22.1","19.5"
"10464","21.2","18.53333333","22","20.46333333","19.29","7.03","19.2","22.1","19.5"
"10465","21.2","18.6","22","20.745","19.29","7.156666667","19.2","22.1","19.5"
"10466","21.2","18.6","21.89","20.82333333","19.29","7.333333333","20.29","22.06666667","19.5"
"10467","21.2","18.6","22","20.89","19.29","7.466666667","20.29","22","19.42666667"
"10468","21.2","18.6","22","20.92666667","19.29","7.563333333","20.29","22","19.39"
"10469","21.2","18.6","22","21","19.29","7.83","20.29","22","19.39"
"10470","21.2","18.6","22","21.03333333","19.29","8.166666667","20.29","21.89","19.42666667"
"10471","21.2","18.6","22","21.1","19.29","8.36","20.26","21.89","19.39"
"10472","21.2","18.66666667","22","21.13333333","19.29","8.7","20.2","21.89","19.39"
"10473","21.2","18.7","22","21.2","19.29","9.063333333","20.2","21.89","19.39"
"10474","21.2","18.76","22","21.2","19.29","9.323333333","20.2","21.89","19.39"
"10475","21.2","18.79","22","21.26","19.29","9.666666667","20.2","21.89","19.5"
"10476","21.2","18.85666667","22","21.29","19.29","9.86","20.2","21.85666667","19.46333333"
"10477","21.2","18.89","22","21.29","19.29","10.1","20.2","21.79","19.39"
"10478","21.2","18.89","22","21.35666667","19.29","10.03333333","20.2","21.79","19.39"
"10479","21.2","18.89","22","21.29","19.29","10.16666667","20.2","21.79","19.46333333"
"10480","21.2","19","22","21.29","19.29","10.5","20.2","21.79","19.39"
"10481","21.13333333","19","22","21.23","19.29","10.86666667","20.2","21.79","19.39"
"10482","21.2","19.13333333","21.96333333","21.2","19.29","11","20.2","21.79","19.39"
"10483","21.1","19.2","21.89","21.2","19.29","11.13","20.2","21.76","19.46333333"
"10484","21.1","19.2","21.89","21.1","19.29","11.32333333","20.2","21.7","19.39"
"10485","21.1","19.26","21.89","21.1","19.29","11.42666667","20.2","21.76","19.46333333"
"10486","21.1","19.29","21.89","21.03333333","19.29","11.5","20.2","21.7","19.39"
"10487","21.1","19.29","21.89","21","19.29","11.5","20.2","21.7","19.39"
"10488","21.1","19.29","21.89","21","19.29","11.7","20.2","21.7","19.39"
"10489","21.1","19.29","21.89","20.96333333","19.29","12.03333333","20.2","21.7","19.42666667"
"10490","21.1","19.39","21.89","20.89","19.29","12.1725","20.2","21.7","19.42666667"
"10491","21.1","19.39","21.89","20.89","19.29","12.46333333","20.2","21.66666667","19.39"
"10492","21.1","19.42666667","21.89","20.89","19.29","12.42666667","20.2","21.6","19.39"
"10493","21.1","19.5","21.89","20.79","19.29","12.5","20.2","21.6","19.39"
"10494","21.1","19.5","21.89","20.79","19.29","12.66666667","20.2","21.6","19.46333333"
"10495","21.1","19.56666667","21.89","20.79","19.29","12.72666667","20.2","21.6","19.39"
"10496","21.1","19.56666667","21.89","20.79","19.29","12.42666667","20.13333333","21.6","19.39"
"10497","21.1","19.56666667","21.89","20.79","19.29","12.62666667","20.2","21.6","19.39"
"10498","21.03333333","19.6","21.89","20.79","19.29","12.56666667","20.13333333","21.6","19.5"
"10499","21.1","19.5","21.89","20.76","19.29","12.36666667","20.13333333","21.6","19.79"
"10500","21.1","19.5","21.89","20.7","19.29","11.79333333","20.1","21.5","18.89"
"10501","21.1","19.5","21.89","20.7","19.29","11.53333333","20.1","21.5","19.6"
"10502","21.1","19.5","21.89","20.7","19.29","11.6","20.1","21.5","19.39"
"10503","21.1","19.6","21.89","20.7","19.29","11.86","20.1","21.5","19.39"
"10504","21.03333333","19.6","21.89","20.7","19.29","11.76333333","20.16666667","21.5","19.39"
"10505","21.05","19.56666667","21.85666667","20.63333333","19.29","11.63","20.1","21.5","19.39"
"10506","21.03333333","19.56666667","21.85666667","20.6","19.29","11.8","20.1","21.5","19.5"
"10507","21","19.6","21.79","20.6","19.29","11.86","20.1","21.56666667","19.6"
"10508","21","19.6","21.79","20.6","19.29","11.95","20.1","21.73","19.1"
"10509","21","19.56666667","21.79","20.6","19.29","_nan_","20.1","21.79","19.39"
"10510","21","19.5","21.79","20.6","19.29","_nan_","20.1","21.92666667","19.39"
"10511","21","19.46333333","21.79","20.6","19.29","_nan_","20.1","22.06666667","19.39"
"10512","21","19.39","21.79","20.6","19.29","10.66666667","20.1","22.13333333","19.35666667"
"10513","21","19.35666667","21.79","20.6","19.29","10.43333333","20","22.2","19.29"
"10514","21","19.29","21.79","20.6","19.29","10.16666667","20","22.29","19.29"
"10515","20.96333333","19.29","21.79","20.6","19.29","10.06666667","20","22.35666667","19.29"
"10516","20.96333333","19.29","21.7","20.6","19.29","9.926666667","20","22.5","19.29"
"10517","20.89","19.2","21.7","20.6","19.29","9.8","20","22.5","19.29"
"10518","20.89","19.2225","21.66666667","20.6","19.29","9.726666667","20","22.5","19.29"
"10519","21.2","19.23","21.6","20.6","19.29","9.6","19.96333333","22.53333333","19.29"
"10520","21","19.29","21.7","20.53333333","19.29","9.533333333","19.89","22.53333333","19.29"
"10521","21.03333333","19.29","21.7","20.6","19.29","9.36","20","22.5","19.23"
"10522","21.16666667","19.42666667","21.73","20.5","19.29","9.226666667","20","22.5","19.23"
"10523","21.39","19.56666667","21.79","20.5","19.29","9.126666667","20","22.56666667","19.26"
"10524","21.46333333","19.73","21.89","20.5","19.23","8.926666667","20","22.5","19.2"
"10525","21.5","19.79","21.89","20.39","19.23","8.733333333","20","22.53333333","19.2"
"10526","22.6","19.92666667","21.92666667","20.39","19.29","8.4975","19.2","22.53333333","19.2"
"10527","21.39","20.06666667","22","20.39","19.29","8.256666667","19.2","22.5","19.2"
"10528","21.5","20.1","22","20.39","19.29","8.066666667","21","22.56666667","19.2"
"10529","21.7","20.16666667","22","20.39","19.29","7.933333333","19.1","22.53333333","19.2"
"10530","21.79","20.23","22.06666667","20.39","19.43","7.763333333","19.1","22.6","19.2"
"10531","21.85666667","20.29","22.13333333","21.6","20.16666667","7.69","19.2","22.6","19.2"
"10532","21.79","20.42666667","22.2","20.5","20.56666667","7.69","20.26","22.6","19.2"
"10533","21.79","20.5","22.2","20.7","20.55","7.623333333","20.32666667","22.6","19.2"
"10534","21.5","20.6","22.2","21.1","20.35666667","7.59","20.63333333","22.6","19.2"
"10535","22.2","20.6","22.5","20.5","20.23","7.53","20.7","22.6","19.2"
"10536","21.2","20.6","22.6","21.1","20.2","7.5","20.6","22.6","19.2"
"10537","21.2","20.625","22.5","20.79","20.86666667","7.5","20.53333333","22.6","19.16666667"
"10538","22.7","20.63333333","22.2","20.73","21.13333333","7.5","20.5","23.1","19.1"
"10539","22.29","20.6","23","20.7","20.92666667","7.433333333","20.5","21.6","19.1"
"10540","22.29","20.6","22.23","20.7","20.66666667","7.263333333","20.46333333","23.1","19.1"
"10541","22.29","20.56666667","22.2","20.7","20.53333333","7.19","20.39","21.5","19.1"
"10542","22.29","20.5","22.2","20.7","20.6","7.09","20.39","21.89","19.1"
"10543","22.29","20.5","22.2","20.7","20.66666667","7.0225","_nan_","_nan_","19.1"
"10544","22.29","20.42666667","22.2","20.7","20.66666667","7","21.29","23.2","19.13333333"
"10545","22.29","20.35666667","22.1","20.7","20.6","_nan_","_nan_","22.7","19.2"
"10546","22.29","20.29","22.1","20.6","20.46333333","_nan_","_nan_","22.7","19.2"
"10547","22.2","20.29","22.1","20.6","20.32333333","_nan_","_nan_","22.7","19.2"
"10548","22.2","20.23","22","20.6","20.29","_nan_","_nan_","22.7","19.2"
"10549","22.2","20.16666667","22","20.53333333","20.23","_nan_","_nan_","22.7","19.2"
"10550","22.2","20.1","22","20.5","20.2","_nan_","_nan_","22.7","19.29"
"10551","22.1","20","22","20.5","20.2","6.9","20.32333333","22.7","19.23"
"10552","22.1","20","22","20.46333333","20.1","6.9","20.32333333","22.7","19.5"
"10553","22.1","19.89","22","20.39","20.1","6.9","20.39","22.7","19.5"
"10554","22.03333333","19.89","21.92666667","20.39","20.1","6.833333333","20.39","22.66666667","20.6"
"10555","22","19.79","22","20.39","20","6.866666667","20.39","22.6","19.39"
"10556","22","19.7225","22","20.39","20","6.726666667","20.39","22.56666667","19.29"
"10557","22","19.63333333","22","20.39","19.96333333","6.69","21.39","22.5","19.29"
"10558","21.92666667","19.6","22","20.35666667","19.96333333","6.69","21.39","22.445","19.29"
"10559","21.89","19.53333333","22.1","20.29","19.89","6.69","19.2","22.46333333","19.29"
"10560","21.89","19.5","22.1","20.29","19.89","6.69","20.39","22.39","19.29"
"10561","21.85666667","19.42666667","22.1","20.29","19.89","6.69","19.6","22.39","19.29"
"10562","21.79","19.39","22.1","20.29","19.89","6.69","20.39","22.39","19.35666667"
"10563","21.79","19.39","22.1","20.29","19.79","6.69","20.39","22.39","19.35666667"
"10564","21.79","19.35666667","22.13333333","20.29","20.1","6.763333333","19.2","22.39","19.35666667"
"10565","21.73","19.29","22.2","20.29","19.89","6.69","20.46333333","22.39","19.39"
"10566","21.7","19.26","22.2","20.23","19.89","6.69","20.39","22.32333333","19.39"
"10567","21.7","19.2","22.2","20.2","19.89","6.69","20.39","22.35666667","19.39"
"10568","21.7","19.2","22.2","20.2","20","6.656666667","20.39","22.29","19.39"
"10569","21.63333333","19.13333333","22.29","20.2","20","6.59","20.39","22.29","19.39"
"10570","21.6","19.1","22.23","20.2","20","6.59","20.39","22.79","19.39"
"10571","21.6","19.1","22.29","20.2","20","6.59","20.39","22.79","19.39"
"10572","21.5","19.06666667","22.29","20.2","19.7","6.56","20.39","22.79","19.39"
"10573","21.5","19","22.29","20.1","19.7","6.56","20.46333333","22.79","19.5"
"10574","21.5","19","22.29","20.1","19.66666667","6.56","20.46333333","22.5","19.5"
"10575","21.5","18.9175","22.29","20.1","19.6","6.5","20.39","22.1","19.5"
"10576","21.39","18.7","22.35666667","20.1","19.6","6.5","20.46333333","22.1","19.5"
"10577","21.39","18.5","22.29","20.1","19.6","6.5","20.39","22.2","19.5"
"10578","21.39","18.5","22.35666667","20.1","19.6","6.5","20.39","22.2","19.46333333"
"10579","21.39","18.5","22.39","20.1","19.5","6.5","20.39","22.2","19.46333333"
